genus	surface	shallow_subsurface	root_adjacent	phylum
Acidiferrimicrobium	1	0.9833333333	1	Actinomycetota
Adhaeribacter	0.9833333333	0.9666666667	1	Bacteroidota
Ammoniphilus	1	1	1	Bacillota
Arthrobacter	0.95	0.9666666667	1	Actinomycetota
Bacillus	1	1	1	Bacillota
Devosia	0.9333333333	0.9333333333	1	Pseudomonadota
Domibacillus	1	1	1	Bacillota
Flavisolibacter	0.9833333333	0.9833333333	1	Bacteroidota
Geodermatophilus	0.9833333333	0.9833333333	1	Actinomycetota
Lysinibacillus	1	0.9833333333	1	Bacillota
Massilia	1	0.9833333333	1	Pseudomonadota
Metabacillus	1	1	1	Bacillota
Microvirga	1	1	1	Pseudomonadota
Neobacillus	1	1	1	Bacillota
Nibribacter	1	0.9666666667	1	Bacteroidota
Nocardioides	1	1	1	Actinomycetota
Noviherbaspirillum	1	0.9833333333	1	Pseudomonadota
Paenibacillus	1	1	1	Bacillota
Peredibacter	0.9666666667	0.9666666667	1	Bdellovibrionota
Planococcus	0.9833333333	0.9333333333	1	Bacillota
Pontibacter	0.9666666667	0.9666666667	1	Bacteroidota
Pseudomonas	0.9333333333	0.9333333333	1	Pseudomonadota
Ramlibacter	0.9833333333	0.9833333333	1	Pseudomonadota
Rubellimicrobium	0.9833333333	0.9833333333	1	Pseudomonadota
Sphingoaurantiacus	0.9666666667	0.9333333333	1	Pseudomonadota
Streptomyces	0.9833333333	0.95	1	Actinomycetota
Azospirillum	0.9333333333	0.9666666667	0.9833333333	Pseudomonadota
Chelativorans	0.9166666667	0.95	0.9833333333	Pseudomonadota
Cytophaga	0.95	0.95	0.9833333333	Bacteroidota
Ellin6055	0.9666666667	0.9333333333	0.9833333333	Pseudomonadota
Herpetosiphon	0.95	0.9666666667	0.9833333333	Chloroflexota
Nitrolancea	0.9333333333	0.9333333333	0.9833333333	Chloroflexota
OM27 clade	0.9333333333	0.9666666667	0.9833333333	Bdellovibrionota
Pir4 lineage	0.9	0.95	0.9833333333	Planctomycetota
Roseicella	0.9166666667	0.9166666667	0.9833333333	Pseudomonadota
Roseomonas	0.95	0.9666666667	0.9833333333	Pseudomonadota
Solirubrobacter	0.9666666667	0.9333333333	0.9833333333	Actinomycetota
Telluribacter	0.9166666667	0.9	0.9833333333	Bacteroidota
Tumebacillus	0.9666666667	0.9333333333	0.9833333333	Bacillota
Actinomadura	0.8666666667	0.85	0.9666666667	Actinomycetota
Archangium	0.95	0.9333333333	0.9666666667	Myxococcota
Chthoniobacter	0.9166666667	0.9166666667	0.9666666667	Verrucomicrobiota
Croceibacterium	0.9166666667	0.9333333333	0.9666666667	Pseudomonadota
Ectobacillus	0.9833333333	0.9666666667	0.9666666667	Bacillota
Phenylobacterium	0.9666666667	0.95	0.9666666667	Pseudomonadota
Pseudonocardia	0.95	0.9666666667	0.9666666667	Actinomycetota
Rubrobacter	0.95	0.95	0.9666666667	Actinomycetota
Segetibacter	0.9333333333	0.8833333333	0.9666666667	Bacteroidota
Symbiobacterium	0.9666666667	0.95	0.9666666667	Bacillota
Terribacillus	0.8666666667	0.8666666667	0.9666666667	Bacillota
Arcticibacter	0.9	0.8333333333	0.95	Bacteroidota
Cellulomonas	0.9166666667	0.8833333333	0.95	Actinomycetota
Cnuella	0.9333333333	0.8833333333	0.95	Bacteroidota
DSSF69	0.8166666667	0.8333333333	0.95	Pseudomonadota
Deinococcus	1	0.9833333333	0.95	Deinococcota
Gemmatimonas	0.9	0.95	0.95	Gemmatimonadota
Lysobacter	0.95	0.95	0.95	Pseudomonadota
Mesobacillus	0.8166666667	0.8333333333	0.95	Bacillota
Methylobacillus	0.8333333333	0.8833333333	0.95	Pseudomonadota
Mycobacterium	0.9166666667	0.9	0.95	Actinomycetota
Novosphingobium	0.8833333333	0.85	0.95	Pseudomonadota
Pirellula	0.9166666667	0.9333333333	0.95	Planctomycetota
Steroidobacter	0.9333333333	0.9	0.95	Pseudomonadota
Isoptericola	0.85	0.8833333333	0.95	Actinomycetota
Baekduia	0.9333333333	0.8833333333	0.9333333333	Actinomycetota
Blastococcus	0.9666666667	0.9333333333	0.9333333333	Actinomycetota
Kocuria	0.9333333333	0.9	0.9333333333	Actinomycetota
SM1A02	0.8166666667	0.8833333333	0.9333333333	Planctomycetota
Sandaracinus	0.8333333333	0.95	0.9333333333	Myxococcota
Brevundimonas	0.85	0.8666666667	0.9166666667	Pseudomonadota
Candidatus Alysiosphaera	0.9	0.9333333333	0.9166666667	Pseudomonadota
Daejeonella	0.8666666667	0.8666666667	0.9166666667	Bacteroidota
Opitutus	0.85	0.9166666667	0.9166666667	Verrucomicrobiota
Pajaroellobacter	0.9	0.8666666667	0.9166666667	Myxococcota
Parviterribacter	0.9	0.9	0.9166666667	Actinomycetota
Roseisolibacter	0.9166666667	0.8666666667	0.9166666667	Gemmatimonadota
Saccharopolyspora	0.8833333333	0.8833333333	0.9166666667	Actinomycetota
Sphingomonas	1	0.9166666667	0.9166666667	Pseudomonadota
[Polyangium] brachysporum group	0.8833333333	0.85	0.9166666667	Pseudomonadota
CSP1-2	0.9	0.8333333333	0.9166666667	Dadabacteria
Arsenicitalea	0.7833333333	0.8833333333	0.9	Pseudomonadota
Gemmata	0.9	0.85	0.9	Planctomycetota
Niallia	0.8666666667	0.8333333333	0.9	Bacillota
Rufibacter	0.8	0.75	0.9	Bacteroidota
Sumerlaea	0.9	0.95	0.9	Sumerlaeota
Aeromicrobium	0.8166666667	0.8333333333	0.8833333333	Actinomycetota
Aeromonas	0.3666666667	0.6666666667	0.8833333333	Pseudomonadota
Anaeromyxobacter	0.8833333333	0.9	0.8833333333	Myxococcota
Herbaspirillum	0.9333333333	0.8666666667	0.8833333333	Pseudomonadota
Lautropia	0.9166666667	0.9	0.8833333333	Pseudomonadota
Marmoricola	0.8833333333	0.9166666667	0.8833333333	Actinomycetota
Saccharibacillus	0.8	0.6166666667	0.8833333333	Bacillota
Sporocytophaga	0.8666666667	0.9	0.8833333333	Bacteroidota
Verrucosispora	0.8333333333	0.8833333333	0.8833333333	Actinomycetota
Acidibacter	0.9	0.9	0.8666666667	Pseudomonadota
Brevibacillus	0.9	0.85	0.8666666667	Bacillota
Bryobacter	0.8833333333	0.8833333333	0.8666666667	Acidobacteriota
Fontimonas	0.5333333333	0.6333333333	0.8666666667	Pseudomonadota
Gaiella	0.9	0.8833333333	0.8666666667	Actinomycetota
Pedomicrobium	0.9	0.8333333333	0.8666666667	Pseudomonadota
Rhodocista	0.8	0.8	0.8666666667	Pseudomonadota
TM7a	0.7333333333	0.7666666667	0.8666666667	Patescibacteria
Vallicoccus	0.9333333333	0.9	0.8666666667	Actinomycetota
Amycolatopsis	0.5833333333	0.65	0.85	Actinomycetota
Dongia	0.8666666667	0.8166666667	0.85	Pseudomonadota
Georgenia	0.7833333333	0.6666666667	0.85	Actinomycetota
Kineococcus	0.9166666667	0.7833333333	0.85	Actinomycetota
Neorhizobium	0.75	0.7333333333	0.85	Pseudomonadota
Oxalophagus	0.8666666667	0.85	0.85	Bacillota
Pelagibacterium	0.6	0.5333333333	0.85	Pseudomonadota
Prauserella	0.7666666667	0.7833333333	0.85	Actinomycetota
Sandaracinobacter	0.6833333333	0.7166666667	0.85	Pseudomonadota
Azohydromonas	0.8166666667	0.7833333333	0.8333333333	Pseudomonadota
Caenimonas	0.85	0.75	0.8333333333	Pseudomonadota
Conexibacter	0.9166666667	0.8833333333	0.8333333333	Actinomycetota
JCM 18997	0.7833333333	0.8666666667	0.8333333333	Actinomycetota
Nannocystis	0.7333333333	0.7666666667	0.8333333333	Myxococcota
Nitrospira	0.9166666667	0.8833333333	0.8333333333	Nitrospirota
Tepidisphaera	0.6333333333	0.6	0.8333333333	Planctomycetota
Abditibacterium	0.7166666667	0.8166666667	0.8166666667	Abditibacteriota
Actinophytocola	0.8666666667	0.8	0.8166666667	Actinomycetota
Bauldia	0.6833333333	0.7333333333	0.8166666667	Pseudomonadota
Ensifer	0.5833333333	0.6666666667	0.8166666667	Pseudomonadota
Ohtaekwangia	0.6833333333	0.7333333333	0.8166666667	Bacteroidota
Pseudaminobacter	0.5333333333	0.65	0.8166666667	Pseudomonadota
Rhodoplanes	0.7833333333	0.85	0.8166666667	Pseudomonadota
SH-PL14	0.6833333333	0.7333333333	0.8166666667	Planctomycetota
Tautonia	0.7	0.8	0.8166666667	Planctomycetota
Aquihabitans	0.5166666667	0.8	0.8	Actinomycetota
Cupriavidus	0.65	0.65	0.8	Pseudomonadota
Luteitalea	0.8166666667	0.8333333333	0.8	Acidobacteriota
MND1	0.9	0.9166666667	0.8	Pseudomonadota
Pantoea	0.6666666667	0.5333333333	0.8	Pseudomonadota
Phaselicystis	0.8666666667	0.85	0.8	Myxococcota
Aureibacillus	0.75	0.8166666667	0.7833333333	Bacillota
Cystobacter	0.9	0.8166666667	0.7833333333	Myxococcota
Fimbriiglobus	0.8	0.8666666667	0.7833333333	Planctomycetota
Glycomyces	0.7	0.7333333333	0.7833333333	Actinomycetota
Myxococcus	0.7666666667	0.7666666667	0.7833333333	Myxococcota
Nordella	0.75	0.8	0.7833333333	Pseudomonadota
Polycyclovorans	0.5833333333	0.7833333333	0.7833333333	Pseudomonadota
Blastocatella	0.7333333333	0.8166666667	0.7666666667	Acidobacteriota
Geminicoccus	0.65	0.8166666667	0.7666666667	Pseudomonadota
MM2	0.4833333333	0.55	0.7666666667	Pseudomonadota
Rubritepida	0.9	0.8333333333	0.7666666667	Pseudomonadota
Desertimonas	0.7333333333	0.6833333333	0.75	Actinomycetota
Modestobacter	0.8166666667	0.8166666667	0.75	Actinomycetota
Paucimonas	0.6833333333	0.75	0.75	Pseudomonadota
Pedobacter	0.7	0.5	0.75	Bacteroidota
Ellin6067	0.5333333333	0.7333333333	0.7333333333	Pseudomonadota
Ferrovibrio	0.45	0.5666666667	0.7333333333	Pseudomonadota
Flavitalea	0.4333333333	0.5333333333	0.7333333333	Bacteroidota
Flavobacterium	0.55	0.3833333333	0.7333333333	Bacteroidota
Litchfieldia	0.5333333333	0.6333333333	0.7333333333	Bacillota
Saccharomonospora	0.6666666667	0.6833333333	0.7333333333	Actinomycetota
possible genus 04	0.6333333333	0.75	0.7333333333	Fibrobacterota
Defluviicoccus	0.7	0.85	0.7166666667	Pseudomonadota
Falsirhodobacter	0.6	0.5166666667	0.7166666667	Pseudomonadota
Halalkalibacter	0.7	0.7333333333	0.7166666667	Bacillota
Haloactinopolyspora	0.6166666667	0.5833333333	0.7166666667	Actinomycetota
I-8	0.5166666667	0.65	0.7166666667	Planctomycetota
Leifsonia	0.45	0.5	0.7166666667	Actinomycetota
Microbacterium	0.5166666667	0.5166666667	0.7166666667	Actinomycetota
Niastella	0.5166666667	0.5833333333	0.7166666667	Bacteroidota
P3OB-42	0.8166666667	0.8833333333	0.7166666667	Myxococcota
Saccharothrix	0.75	0.7166666667	0.7166666667	Actinomycetota
Staphylococcus	0.6833333333	0.4833333333	0.7166666667	Bacillota
Truepera	0.6166666667	0.6833333333	0.7166666667	Deinococcota
Vulgatibacter	0.5166666667	0.6166666667	0.7166666667	Myxococcota
Caulobacter	0.5	0.5833333333	0.7	Pseudomonadota
Edaphobaculum	0.55	0.6	0.7	Bacteroidota
Ornithinibacillus	0.7	0.6833333333	0.7	Bacillota
Paludibaculum	0.6666666667	0.7333333333	0.7	Acidobacteriota
Paraconexibacter	0.7833333333	0.7833333333	0.7	Actinomycetota
Rhizorhabdus	0.6833333333	0.75	0.7	Pseudomonadota
Tellurirhabdus	0.5833333333	0.5666666667	0.7	Bacteroidota
Caldilinea	0.7666666667	0.8333333333	0.7	Chloroflexota
Bradyrhizobium	0.9333333333	1	0.6833333333	Pseudomonadota
Flaviaestuariibacter	0.7833333333	0.7	0.6833333333	Bacteroidota
Frankia	0.7	0.7	0.6833333333	Actinomycetota
Paracoccus	0.6666666667	0.55	0.6833333333	Pseudomonadota
Chthonobacter	0.5166666667	0.5666666667	0.6833333333	Pseudomonadota
Aridibacter	0.8	0.8	0.6666666667	Acidobacteriota
Hyphomicrobium	0.4833333333	0.4666666667	0.6666666667	Pseudomonadota
Oceanobacillus	0.6833333333	0.6	0.6666666667	Bacillota
Pedosphaera	0.6	0.7	0.6666666667	Verrucomicrobiota
Thermobacillus	0.4666666667	0.3333333333	0.6666666667	Bacillota
Kineosporia	0.8833333333	0.7666666667	0.6666666667	Actinomycetota
Allorhizocola	0.6666666667	0.6833333333	0.65	Actinomycetota
Iamia	0.5	0.5166666667	0.65	Actinomycetota
Phreatobacter	0.45	0.5666666667	0.65	Pseudomonadota
Schinkia	0.4166666667	0.35	0.65	Bacillota
Brucella	0.55	0.6833333333	0.65	Pseudomonadota
Oligoflexus	0.6666666667	0.6666666667	0.6333333333	Bdellovibrionota
Plantactinospora	0.6	0.65	0.6333333333	Actinomycetota
Sorangium	0.5333333333	0.6333333333	0.6333333333	Myxococcota
Plastorhodobacter	0.5333333333	0.4666666667	0.6333333333	Pseudomonadota
Deserticella	0.5166666667	0.4166666667	0.6333333333	Pseudomonadota
Bordetella	0.3666666667	0.35	0.6166666667	Pseudomonadota
Chitinophaga	0.25	0.35	0.6166666667	Bacteroidota
Gracilibacillus	0.3666666667	0.5166666667	0.6166666667	Bacillota
Hydrocarboniphaga	0.4833333333	0.3333333333	0.6166666667	Pseudomonadota
Nesterenkonia	0.25	0.3333333333	0.6166666667	Actinomycetota
Peribacillus	0.5833333333	0.6166666667	0.6166666667	Bacillota
Subgroup 10	0.5333333333	0.6	0.6166666667	Acidobacteriota
Acuticoccus	0.3	0.2333333333	0.6166666667	Pseudomonadota
Actinokineospora	0.3666666667	0.45	0.6	Actinomycetota
Actinoplanes	0.7166666667	0.6833333333	0.6	Actinomycetota
Jiangella	0.7	0.6333333333	0.6	Actinomycetota
Longispora	0.6666666667	0.6666666667	0.6	Actinomycetota
Rhizobium	0.35	0.45	0.6	Pseudomonadota
Thermoleophilum	0.7166666667	0.8166666667	0.6	Actinomycetota
Thermosipho	0.7333333333	0.7666666667	0.6	Thermotogota
YC-ZSS-LKJ147	0.6833333333	0.5666666667	0.6	Gemmatimonadota
Sporichthya	0.3666666667	0.7333333333	0.6	Actinomycetota
Constrictibacter	0.35	0.3333333333	0.5833333333	Pseudomonadota
Oleiharenicola	0.2333333333	0.35	0.5833333333	Verrucomicrobiota
Pannonibacter	0.6166666667	0.5666666667	0.5833333333	Pseudomonadota
Priestia	0.6	0.5833333333	0.5833333333	Bacillota
Pseudolysinimonas	0.2166666667	0.5166666667	0.5833333333	Actinomycetota
Vicinamibacter	0.6833333333	0.6833333333	0.5833333333	Acidobacteriota
Halomonas	0.6666666667	0.5333333333	0.5666666667	Pseudomonadota
Nibrella	0.6666666667	0.65	0.5666666667	Bacteroidota
Ilumatobacter	0.1833333333	0.35	0.5666666667	Actinomycetota
Actinotalea	0.7	0.75	0.55	Actinomycetota
Cohnella	0.7	0.75	0.55	Bacillota
Kallotenue	0.6833333333	0.7833333333	0.55	Chloroflexota
Limnobacter	0.7666666667	0.7666666667	0.55	Pseudomonadota
Micromonospora	0.5833333333	0.7	0.55	Actinomycetota
Nonomuraea	0.5666666667	0.6	0.55	Actinomycetota
Pelagibius	0.3833333333	0.3333333333	0.55	Pseudomonadota
Rhodococcus	0.5166666667	0.4	0.55	Actinomycetota
SWB02	0.3833333333	0.45	0.55	Pseudomonadota
Blastopirellula	0.2333333333	0.3	0.5333333333	Planctomycetota
Endobacterium	0.2833333333	0.2166666667	0.5333333333	Pseudomonadota
Verticiella	0.4	0.2833333333	0.5333333333	Pseudomonadota
Altericroceibacterium	0.3666666667	0.3666666667	0.5166666667	Pseudomonadota
CL500-29 marine group	0.6833333333	0.7166666667	0.5166666667	Actinomycetota
Caldimonas	0.4	0.4	0.5166666667	Pseudomonadota
Candidatus Solibacter	0.6666666667	0.6833333333	0.5166666667	Acidobacteriota
Streptococcus	0.6166666667	0.6	0.5166666667	Bacillota
Cellvibrio	0.4333333333	0.4666666667	0.5166666667	Pseudomonadota
Allohahella	0.7666666667	0.6333333333	0.5	Pseudomonadota
Candidatus Nitrosoarchaeum	0.3333333333	0.6333333333	0.5	SAR324 clade(Marine group B)
Galbitalea	0.1166666667	0.2	0.5	Actinomycetota
Litorilinea	0.5333333333	0.4666666667	0.5	Chloroflexota
Romboutsia	0.7	0.5	0.5	Bacillota
Uliginosibacterium	0.7666666667	0.6	0.5	Pseudomonadota
AKYG587	0.4333333333	0.5	0.4833333333	Planctomycetota
Fictibacillus	0.6166666667	0.5666666667	0.4833333333	Bacillota
Labrys	0.1666666667	0.25	0.4833333333	Pseudomonadota
Longimicrobium	0.5333333333	0.5833333333	0.4833333333	Gemmatimonadota
Mesorhizobium	0.2	0.3666666667	0.4833333333	Pseudomonadota
Modicisalibacter	0.2833333333	0.2333333333	0.4833333333	Pseudomonadota
Planctomicrobium	0.1333333333	0.2166666667	0.4833333333	Planctomycetota
Pseudolabrys	0.25	0.3833333333	0.4833333333	Pseudomonadota
Zhihengliuella	0.1333333333	0.1833333333	0.4833333333	Actinomycetota
Lacisediminimonas	0.7333333333	0.6833333333	0.4666666667	Pseudomonadota
Pseudorhodoplanes	0.1166666667	0.15	0.4666666667	Pseudomonadota
Rhodocytophaga	0.65	0.5833333333	0.4666666667	Bacteroidota
Aquibacillus	0.2833333333	0.4166666667	0.45	Bacillota
Candidatus Ancillula	0.15	0.1833333333	0.45	Actinomycetota
Corynebacterium	0.7166666667	0.5666666667	0.45	Actinomycetota
FFCH5858	0.2166666667	0.3166666667	0.45	Pseudomonadota
Marinilactibacillus	0.1666666667	0.2	0.45	Bacillota
Parapedobacter	0.2	0.2333333333	0.45	Bacteroidota
Prosthecobacter	0.15	0.4166666667	0.45	Verrucomicrobiota
Rhodoligotrophos	0.1333333333	0.2833333333	0.45	Pseudomonadota
Siccirubricoccus	0.25	0.3166666667	0.45	Pseudomonadota
Sulfurifustis	0.5333333333	0.7833333333	0.45	Pseudomonadota
PMMR1	0.6166666667	0.6	0.45	Pseudomonadota
Turicibacter	0.6666666667	0.45	0.45	Bacillota
Fimbriimonas	0.25	0.2333333333	0.45	Armatimonadota
Agromyces	0.3333333333	0.2833333333	0.4333333333	Actinomycetota
Brachybacterium	0.3666666667	0.2666666667	0.4333333333	Actinomycetota
Caldinitratiruptor	0.6166666667	0.7166666667	0.4333333333	Bacillota
FCPS473	0.2666666667	0.3666666667	0.4333333333	Chloroflexota
SZB85	0.6833333333	0.65	0.4333333333	Pseudomonadota
Tagaea	0.2666666667	0.35	0.4333333333	Pseudomonadota
Tunicatimonas	0.3333333333	0.2	0.4333333333	Bacteroidota
Crossiella	0.1833333333	0.3333333333	0.4333333333	Actinomycetota
Luedemannella	0.6666666667	0.7166666667	0.4333333333	Actinomycetota
Actinosynnema	0.3833333333	0.4333333333	0.4333333333	Actinomycetota
Clostridium	0.4666666667	0.4166666667	0.4166666667	Bacillota
Enterococcus	0.35	0.3	0.4166666667	Bacillota
Kribbella	0.2833333333	0.3833333333	0.4166666667	Actinomycetota
Xylanimonas	0.3166666667	0.2333333333	0.4166666667	Actinomycetota
oc32	0.6	0.75	0.4166666667	Pseudomonadota
Frigoribacterium	0.2833333333	0.25	0.4166666667	Actinomycetota
Bosea	0.1	0.2166666667	0.4166666667	Pseudomonadota
Pseudoclavibacter	0.1666666667	0.15	0.4166666667	Actinomycetota
Candidatus Omnitrophus	0.2	0.55	0.4	Verrucomicrobiota
Chloronema	0.6166666667	0.6	0.4	Chloroflexota
Dietzia	0.3166666667	0.3	0.4	Actinomycetota
Escherichia-Shigella	0.4333333333	0.2833333333	0.4	Pseudomonadota
Heyndrickxia	0.2833333333	0.3	0.4	Bacillota
Limosilactobacillus	0.15	0.25	0.4	Bacillota
Quadrisphaera	0.7	0.5666666667	0.4	Actinomycetota
Salmonella	0.35	0.2666666667	0.4	Pseudomonadota
alphaI cluster	0.5833333333	0.7666666667	0.4	Pseudomonadota
BRH-c57	0.1666666667	0.1333333333	0.3833333333	Pseudomonadota
Ellin517	0.25	0.5166666667	0.3833333333	Verrucomicrobiota
Limibaculum	0.3166666667	0.4166666667	0.3833333333	Pseudomonadota
Skermanella	0.5333333333	0.5	0.3833333333	Pseudomonadota
Xylanibacillus	0.1166666667	0.2166666667	0.3833333333	Bacillota
Cellulosimicrobium	0.25	0.2666666667	0.3833333333	Actinomycetota
Anseongella	0.08333333333	0.1333333333	0.3666666667	Bacteroidota
Arenimicrobium	0.35	0.5	0.3666666667	Acidobacteriota
Gemmatirosa	0.4	0.4333333333	0.3666666667	Gemmatimonadota
Listeria	0.1666666667	0.15	0.3666666667	Bacillota
Mangrovihabitans	0.6	0.6333333333	0.3666666667	Actinomycetota
Nitrospirillum	0.2	0.2333333333	0.3666666667	Pseudomonadota
Polyangium	0.2	0.25	0.3666666667	Myxococcota
Pseudarthrobacter	0.3166666667	0.3666666667	0.3666666667	Actinomycetota
Pullulanibacillus	0.1166666667	0.15	0.3666666667	Bacillota
Woeseia	0.1833333333	0.2166666667	0.3666666667	Pseudomonadota
Larkinella	0.08333333333	0.1333333333	0.3666666667	Bacteroidota
Enterovirga	0.4833333333	0.4833333333	0.35	Pseudomonadota
Nocardia	0.03333333333	0.06666666667	0.35	Actinomycetota
Pilibacter	0.05	0.08333333333	0.35	Bacillota
Polygonibacillus	0.2	0.3666666667	0.35	Bacillota
Psychroglaciecola	0.5	0.4833333333	0.35	Pseudomonadota
Rivibacter	0.5833333333	0.5166666667	0.35	Pseudomonadota
Sediminibacillus	0.2166666667	0.35	0.35	Bacillota
Actinocorallia	0.2333333333	0.2666666667	0.35	Actinomycetota
Streptomonospora	0.1333333333	0.2166666667	0.35	Actinomycetota
Ferdinandcohnia	0.3	0.2833333333	0.35	Bacillota
Tistlia	0.1333333333	0.1166666667	0.35	Pseudomonadota
Jatrophihabitans	0.4	0.5	0.3333333333	Actinomycetota
Parasegetibacter	0.2	0.1333333333	0.3333333333	Bacteroidota
Promicromonospora	0.15	0.15	0.3333333333	Actinomycetota
Pseudalkalibacillus	0.4166666667	0.4833333333	0.3333333333	Bacillota
Aminobacter	0.06666666667	0.06666666667	0.3333333333	Pseudomonadota
Oharaeibacter	0.2166666667	0.1833333333	0.3333333333	Pseudomonadota
Actinopolyspora	0.08333333333	0.1833333333	0.3166666667	Actinomycetota
Brevibacterium	0.1833333333	0.1833333333	0.3166666667	Actinomycetota
Klenkia	0.55	0.4833333333	0.3166666667	Actinomycetota
Leuconostoc	0.1666666667	0.01666666667	0.3166666667	Bacillota
Aquabacterium	0.2166666667	0.2833333333	0.3	Pseudomonadota
Caldovatus	0.3833333333	0.3	0.3	Pseudomonadota
Christensenellaceae R-7 group	0.03333333333	0.08333333333	0.3	Bacillota
Flindersiella	0.3166666667	0.25	0.3	Actinomycetota
IMCC26134	0.1333333333	0.25	0.3	Verrucomicrobiota
Magnetospirillum	0.06666666667	0.1166666667	0.3	Pseudomonadota
Rubrivivax	0.1	0.2833333333	0.3	Pseudomonadota
Salirhabdus	0.2	0.2166666667	0.3	Bacillota
Sphaerobacter	0.2666666667	0.4333333333	0.3	Chloroflexota
Thalassobaculum	0.1666666667	0.05	0.3	Pseudomonadota
Alkalihalobacillus	0.15	0.2833333333	0.3	Bacillota
Anaerobacillus	0.25	0.2333333333	0.3	Bacillota
Puia	0.1333333333	0.1	0.3	Bacteroidota
Gorillibacterium	0.2333333333	0.3666666667	0.3	Bacillota
Hydrogenispora	0.1166666667	0.15	0.3	Bacillota
Olivibacter	0.01666666667	0.06666666667	0.3	Bacteroidota
Duffyella	0.1666666667	0.1166666667	0.3	Pseudomonadota
Candidatus Protochlamydia	0.1166666667	0.1666666667	0.2833333333	Chlamydiota
Inquilinus	0.1333333333	0.2	0.2833333333	Pseudomonadota
Kibdelosporangium	0.1166666667	0.1333333333	0.2833333333	Actinomycetota
Roseimaritima	0.08333333333	0.1833333333	0.2833333333	Planctomycetota
Swionibacillus	0.1666666667	0.1666666667	0.2833333333	Bacillota
Tellurimicrobium	0.4333333333	0.5166666667	0.2833333333	Acidobacteriota
Asticcacaulis	0.1333333333	0.06666666667	0.2833333333	Pseudomonadota
Zhengella	0.01666666667	0.1166666667	0.2833333333	Pseudomonadota
Piscinibacter	0.4166666667	0.3833333333	0.2833333333	Pseudomonadota
Salinarimonas	0.45	0.3833333333	0.2833333333	Pseudomonadota
Agaricicola	0.05	0.06666666667	0.2833333333	Pseudomonadota
Deinobacterium	0.1666666667	0.1666666667	0.2833333333	Deinococcota
Asanoa	0.4166666667	0.4166666667	0.2666666667	Actinomycetota
BIyi10	0.1666666667	0.3	0.2666666667	Pseudomonadota
FFCH7168	0.1	0.2666666667	0.2666666667	Chloroflexota
Herbihabitans	0.1166666667	0.1833333333	0.2666666667	Actinomycetota
Legionella	0.03333333333	0.1333333333	0.2666666667	Pseudomonadota
Luteimonas	0.1166666667	0.1833333333	0.2666666667	Pseudomonadota
Nitriliruptor	0.1166666667	0.1666666667	0.2666666667	Actinomycetota
Nocardiopsis	0.1166666667	0.1	0.2666666667	Actinomycetota
Reyranella	0.1833333333	0.2666666667	0.2666666667	Pseudomonadota
Verruc-01	0.2166666667	0.25	0.2666666667	Verrucomicrobiota
Virgisporangium	0.4333333333	0.45	0.2666666667	Actinomycetota
Rossellomorea	0.2333333333	0.1333333333	0.2666666667	Bacillota
Wenjunlia	0.1166666667	0.1666666667	0.2666666667	Actinomycetota
Carnobacterium	0.25	0.2666666667	0.2666666667	Bacillota
Sphaerisporangium	0.08333333333	0.1333333333	0.2666666667	Actinomycetota
Acidothermus	0.2833333333	0.3166666667	0.25	Actinomycetota
Candidatus Chloroploca	0.3166666667	0.2833333333	0.25	Chloroflexota
Dysgonomonas	0.06666666667	0.06666666667	0.25	Bacteroidota
Hirschia	0.1	0.1166666667	0.25	Pseudomonadota
Salinibacter	0.03333333333	0.15	0.25	Rhodothermota
Catenuloplanes	0.15	0.1666666667	0.25	Actinomycetota
Myceligenerans	0.06666666667	0.03333333333	0.25	Actinomycetota
Phytoactinopolyspora	0.1	0.1333333333	0.25	Actinomycetota
Acinetobacter	0.2666666667	0.2333333333	0.2333333333	Pseudomonadota
Amphiplicatus	0.05	0.05	0.2333333333	Pseudomonadota
Candidatus Saccharimonas	0.01666666667	0.03333333333	0.2333333333	Patescibacteria
Citricoccus	0.2166666667	0.1333333333	0.2333333333	Actinomycetota
Diplosphaera	0.01666666667	0.05	0.2333333333	Verrucomicrobiota
Euzebya	0.1333333333	0.1833333333	0.2333333333	Actinomycetota
Lentzea	0.15	0.15	0.2333333333	Actinomycetota
Oxalicibacterium	0.2666666667	0.2833333333	0.2333333333	Pseudomonadota
Sphingobacterium	0.1333333333	0.05	0.2333333333	Bacteroidota
Virgibacillus	0.3833333333	0.2333333333	0.2333333333	Bacillota
Pseudobdellovibrio	0.35	0.35	0.2333333333	Bdellovibrionota
Stenoxybacter	0.06666666667	0.01666666667	0.2333333333	Pseudomonadota
Shouchella	0.06666666667	0.06666666667	0.2333333333	Bacillota
Phaeodactylibacter	0.1333333333	0.3333333333	0.2333333333	Bacteroidota
Actinomycetospora	0.3166666667	0.2666666667	0.2166666667	Actinomycetota
Bradymonas	0.1333333333	0.2166666667	0.2166666667	Thermodesulfobacteriota
Bremerella	0.1333333333	0.2666666667	0.2166666667	Planctomycetota
Egibacter	0.35	0.3	0.2166666667	Actinomycetota
Lachnoclostridium	0.1166666667	0.1	0.2166666667	Bacillota
Lactococcus	0.01666666667	0.03333333333	0.2166666667	Bacillota
Monoglobus	0.08333333333	0	0.2166666667	Bacillota
Salinimicrobium	0.1833333333	0.1666666667	0.2166666667	Bacteroidota
Shimazuella	0.2	0.2666666667	0.2166666667	Bacillota
Stigmatella	0.2166666667	0.2333333333	0.2166666667	Myxococcota
